,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
368,Amethyst,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline with Split",Straight Kurta,This elegant mint kurta features embroidered details and is crafted from extra weft jacquard.,"Rs.5,990.00","Rs.3,893.50",Mint,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
369,Iris - Blue,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This black twill shirt comprises of a printed and embroidered style and features a round slit.,"Rs.3,990.00","Rs.2,593.50",Black,Twill,"XXS,XS,S,M,L,XL",
370,Rouge Red,"Plain Front, Plain Back, Three Quarter Sleeves, Boat Neck with Slit",Straight Shirt,This kimono inspired red look is made from yarn dyed jacquard linen.,"Rs.2,790.00","Rs.1,395.00",Red,Yarn Dyed Lilen Jacquard,"XXS,XS,S,M,L,XL",
371,Rangrez B,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Slit",Straight Kurta,"A delicate lemon yellow kurta with classic mirror work inspired embroidery, crafted from khaddar fabric.","Rs.4,990.00","Rs.2,495.00",Yellow,Khaddar,"XXS,XS,S,M,L,XL",
372,Pheran,"Embroidered Front, Plain Back, Three Quarter Sleeves, Round Neckline with Slit",A Line Kurta,This A-line kurta comes in a pristine white colour and is crafted from khaddar fabric.,"Rs.4,490.00","Rs.2,245.00",White,Khaddar,"XXS,XS,S,M,L,XL",
373,Sienna white,,Culottes,These white culottes are crafted from premium dobby fabric.,"Rs.2,490.00","Rs.1,245.00",White,Dobby,"XXS,XS,S,M,L,XL",
374,White Dust,,Culottes,These gorgeous embroidered white culottes are made from blended raw silk fabric.,"Rs.3,490.00","Rs.2,268.50",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
375,Shinning Shrines,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.2,990.00","Rs.1,943.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
376,Nigella White,,Straight Pants,These straight white trousers are crafted from blended raw silk.,"Rs.3,490.00","Rs.1,745.00",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
377,Ladder Up Black,,Cigarette Pants,These black dobby cigarette pants feature delicate threadwork details.,"Rs.1,990.00","Rs.1,293.50",Black,Dobby,"XXS,XS,S,M,L,XL",
378,Golden Strike,,Boot Cut Pants,These blended raw silk boot cut pants come with lovely embroidered details.,"Rs.2,990.00","Rs.1,495.00",Black,Blended Raw Silk,"XXS,XS,S,M,L,XL",
379,Glittering Lemon,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.4,490.00","Rs.2,918.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
380,Black Chrome,,Cigarette Pants,Embroidered motifs lend these black dobby cigarette pants and elegant touch.,"Rs.2,490.00","Rs.1,245.00",Black,Dobby,"XXS,XS,S,M,L,XL",
381,Aster Beige,,Boot Cut Pants,These embroidered beige boot cut pants are crafted from dobby fabric.,"Rs.2,790.00","Rs.1,395.00",Beige,Dobby,"XXS,XS,S,M,L,XL",
382,Check Plaid,,Culottes,These checkered culottes are crafted from yarn dyed fabric.,"Rs.1,990.00",Rs.995.00,Multi Color,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
383,Check Random,,Cigarette Pants,These multi coloured chequered cotton pants come in yarn dyed fabric and a cigarette cut.,"Rs.1,990.00",Rs.995.00,Multi,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
384,White dots in black,,Boot Cut Pants,These black boot cut trousers are crafted from yarn dyed fabric.,"Rs.2,490.00","Rs.1,245.00",Black,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
385,Fiery Fantasy,"Printed Front, Printed Back, Full Sleeves, Boat Neck with Back Slit",Straight Kurta,This black khaddar kurta features a heavy floral all over print.,"Rs.2,790.00","Rs.1,813.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
386,Ice Glazed,"Embroidered Front, Plain Back with Embroidered hem, Full Sleeves with Embroidery, Band Neckline",Front Open Shirt,"This icy blue open front coat is decked in crystalline embroidery, with a sumptuous chemise to match.","Rs.7,990.00","Rs.5,193.50",Light Blue,Box Organza,"XXS,XS,S,M,L,XL",
387,Shine and Glim,"Printed front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Split",Straight Kurta,This aubergine purple blended satin silk shirt features elegant embellishments and a classic round neck.,"Rs.4,990.00","Rs.3,243.50",Purple,Blended Satin Silk,"XXS,XS,S,M,L,XL",
388,Sand Bark,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Ban Neckline with Slit",Straight Kurta,Diamond motifs add a dramatic touch to this gold toned fancy jacquard kurta.,"Rs.5,990.00","Rs.2,995.00",Gold,Fancy Jacquard Fabric,"XXS,XS,S,M,L,XL",
389,Lavish Black,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Ban Neckline",Straight Kurta,This minimalist black cotton kurta is crafted from leno kara cotton.,"Rs.4,490.00","Rs.2,918.50",Black,Leno Kara - Cotton,"XXS,XS,S,M,L,XL",
390,Jewel Garden,"Printed front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Split",Drop Shoulder Kurta,"Inspired by royal jewels, this regal kurta features a round neckline, dropped shoulders and embellished details in blended silk satin.","Rs.4,490.00","Rs.2,245.00",Black,Blended Satin Silk,"XXS,XS,S,M,L,XL",
391,Gardens at Dusk,"Printed front with Embellishment, Printed Back, Full Sleeves, Boat Neck with Slit",Straight Kurta with Front Slit,This bember grip tunic features embellishments and a boat neck with slit.,"Rs.7,990.00","Rs.5,193.50",Blue,Bember Grip,"XXS,XS,S,M,L,XL",
392,Crystalline Hues,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This great extra weft jacquard shirt features an embroidered hem and neckline.,"Rs.5,990.00","Rs.2,995.00",Grey,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
393,Carnelian,"Embroidered Front, Plain back with Embroidered Hem, Full Sleeves with Embroidery, Round Neckline with Slit",Straight Kurta,This georgette chiffon kurta comes in a tea pink colour and features lovely embroidered details.,"Rs.14,990.00","Rs.7,495.00",Tea Pink,Georgette Chiffon,"XXS,XS,S,M,L,XL",
394,Retro Flower,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Band Neckline",Straight Kurta,"This white kurta features a minimalist floral detail and embroidered accents, and is crafted from thick lined dobby.","Rs.3,490.00","Rs.2,268.50",White,Lined Thick Dobby,"XXS,XS,S,M,L,XL",
395,Fandango,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Band Neckline",Straight Kurta,"This sumptuous silk cotton net shirt comes in a lovely combination of beige and gold, along with colourful accents.","Rs.6,990.00","Rs.3,495.00",Beige And Gold,Silk Cotton Net,"XXS,XS,S,M,L,XL",
396,Papaya Whip,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline with Slit",Straight Kurta,This soft off-white toned bember georgette chiffon formal kurta features elegant embroidered details.,"Rs.6,990.00","Rs.4,543.50",Off-white,Bember Georgette Chiffon,"XXS,XS,S,M,L,XL",
397,Botanical Beige,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidered Patti, Band Neckline with Slit",Straight Kurta,This deep beige coloured long kurta is crafted from a lovely embroidered silk cotton kurta.,"Rs.5,990.00","Rs.3,893.50",Beige,Silk Cotton Net,"XXS,XS,S,M,L,XL",
398,Orchid Garden,"Embroidered Front, Plain Back with Embroidered Hem, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This black and white poly organza kurta features scalloped details along the neckline.,"Rs.6,990.00","Rs.4,543.50",Black & White,Poly Organza,"XXS,XS,S,M,L,XL",
399,Graphite Stone C,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",Straight Kurta,This demure grey raw silk semi formal look features delicate and traditional embroidered details.,"Rs.6,990.00","Rs.4,543.50",Grey,Raw Silk,"XXS,XS,S,M,L,XL",
400,Glamming Line,"Embroidered Front, Plain Back with Embroidered Hem, Full Sleeves with Embroidery, Round Neckline",Straight Kurta,This lemon coloured extra weft jacquard kurta features traditional thread work details along the front.,"Rs.6,990.00","Rs.3,495.00",Lemon,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
401,Tropical Polka,"Printed Front, Printed Back, Full Sleeves, Boat Neckline",Straight Kurta,Royal purple and vintage inspired botanicals come together to create this graphic khaddar kurta.,"Rs.2,990.00","Rs.1,495.00",Purple,Khaddar,"XXS,XS,S,M,L,XL",
402,Stipula,"Printed Front, Printed Back, Full Sleeves, Round Neck with Slit",Straight Kurta,"Inspired by Tuscan sunsets the orchards of Italy, this divine mustard linen kurta is one for the books.","Rs.2,790.00","Rs.1,395.00",Mustard,Plain Lilen,"XXS,XS,S,M,L,XL",
403,Wavy Blue- Trouser,,Cigarette Pants,These black cigarette pants are crafted from khaddar fabric and feature an embroidered stripe running down the side.,"Rs.1,990.00","Rs.1,293.50",Black,Khaddar,"XS,S,M,L,XL",
404,Brut,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,This dynamic black twill kurta features elegant floral details.,"Rs.3,190.00","Rs.1,595.00",Black,Twill,"XXS,XS,S,M,L,XL",
405,Admiral,"Plain Front with Lace on Hem, Plain Back with Lace on Hem, Full Sleeves, Round Neck with Split",Butterfly Styled Kurta,"Made from self-jacquard, this deep blue kurta features a butterfly cut and lace hemming.","Rs.3,190.00","Rs.1,595.00",Blue,Self Jacquard,"XXS,XS,S,M,L,XL",
406,Classic Royale,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neck with Slit",Straight Kurta with Dupatta,A swirling pattern in dramatic fall tones makes this crepe weaved kurta an ideal transition weather piece.,"Rs.4,990.00","Rs.3,243.50",Blue,Crepe Weaved,"XXS,XS,S,M,L,XL",Textured Voil Dupatta Color: Blue
407,Subdued Bliss,"Printed & Embroidered Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta with Dupatta,This cheerful and bright printed plain linen kurta comes with a matching floral micro modal kurta.,"Rs.5,990.00","Rs.2,995.00",Multi,Plain Lilen,"XXS,XS,S,M,L,XL",Micro Modal Dupatta Color: Multi
408,Admiral White,"Embroidered Front, Plain back, Full Sleeves, Round Neck with Slit",Straight Kurta,"Inspired by indigenous blue pottery, this porcelain white kurta features embroidered blue accents.","Rs.6,990.00","Rs.3,495.00",White,Khaddar,"XXS,XS,S,M,L,XL",
409,Yellow Heritage,"Extra weft Jacquard Front, Extra Weft Jacquard Back, Full Sleeves, Y Neckline",Straight Kurta,This dreamy yellow Y-front kurta features an all-over embossed pattern along the front and back.,"Rs.3,990.00","Rs.2,593.50",Yellow,Cambric,"XXS,XS,S,M,L,XL",
410,Schiffli Sparkle,,Shalwar,This white dobby shalwar features elegant embroidered details.,"Rs.2,490.00","Rs.1,618.50",White,Dobby,"XXS,XS,S,M,L,XL",
411,Rusted Pop,,Culottes,These beige khaddar culottes feature light embroidered details.,"Rs.2,490.00","Rs.1,245.00",Beige,Khaddar,"XXS,XS,S,M,L,XL",
412,Nets and Swirls,,Culottes,These white dobby culottes feature delicate embroidered details.,"Rs.2,990.00","Rs.1,495.00",White,Dobby,"XXS,XS,S,M,L,XL",
413,Ladder Pitch,,Culottes,These black khaddar culottes are a must have for the weather.,"Rs.1,690.00","Rs.1,098.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
414,Festive Mania,,Cigarette Pants,These white cigarette pants are crafted from cotton satin and feature embroidered details.,"Rs.2,990.00","Rs.1,495.00",White,Cotton Satin,"XXS,XS,S,M,L,XL",
415,Black Elegance,,Culottes,These glamorous black culottes feature dazzling embroidered details on a raw silk surface.,"Rs.3,990.00","Rs.1,995.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
416,Floral Tribute,"Embroidered Front, Embroidered Back, Full Sleeves, Round Neck with Slit",Straight Kurta,This lush watermelon delight comprises of a worked self jacquard kurta paired with floral accents.,"Rs.8,490.00","Rs.4,245.00",Peach,Self Jacquard,"XXS,XS,S,M,L,XL",
417,Magnolia Lace,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,"A vivid botanical display adorns this micro modal kurta,","Rs.2,790.00","Rs.1,395.00",Green,Micro Modal,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
418,Navy Binge,"Printed Front with Embellished Neckline, Printed Back, Full Sleeves, Ban Neckline",Front Open Shirt,This bember grip piece features a printed design and embellished neckline styled in a front-open shirt.,"Rs.7,990.00","Rs.3,995.00",Navy,Bember Grip,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
419,Peach Lace leaf,"Printed Front with Embellished Neckline, Printed Back, Full Sleeves, Boat Neck",Straight Kurta,"Crafted from a breezy shamoz silk, this peach printed kurta sports an embellished neckline and has an excellent drape.","Rs.8,990.00","Rs.4,495.00",Peach,Pure Silk Shamooz,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 4 Inches, 162.5 cm Model Wears: XS"
420,Green Mountain,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This gorgeous green textured cotton kurta features whimsical floral and embroidered details.,"Rs.3,490.00","Rs.1,745.00",Green,Textured Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
421,Aquamarine stone,"Embroidered Front, Plain Back, Full Sleeves, Boat Neck with Slit",Straight Kurta,A sprawling embroidered motif gives this aqua blended karandi kurta a delicate appeal.,"Rs.7,990.00","Rs.3,995.00",Aqua,Blended Karandi,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 4 Inches, 162.5 cm Model Wears: XS"
422,Pink Peony A,"Embroidered Front, Plain Back, Full Sleeves, Ban Neck with Placket",Straight Kurta,This unique raw silk look features a dash of sheer accents and a whole lot of embroidered detailing.,"Rs.6,990.00","Rs.3,495.00",Pink,Raw Silk,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
423,Ocean Jewel,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",3-Piece Straight Kurta with Touser & Dupatta,"This solid oceanic masterpiece features an embroidered khaadi net shirt, raw silk culottes and a blended karandi dupatta.","Rs.14,990.00","Rs.7,495.00",Cadet Blue,Khaddi Net,"XXS,XS,S,M,L,XL",
424,Daffodils - Trouser,,Boot Cut Pants,These raw silk boot cut trousers feature a bold jewel toned pattern.,"Rs.3,490.00","Rs.1,745.00",Off-White,Raw Silk,"XXS,XS,S,M,L,XL",
425,Glittering Oasis - Trouser,,Boot Cut Pants,These beige cotton satin trousers come in a fun boot cut and feature an athletic stripe.,"Rs.2,490.00","Rs.1,245.00",Beige,Cotton Satin,"XXS,XS,S,M,L,XL",
426,Aquamarine Blue,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline",Straight Kurta,White sea-shell coloured embroidered details and decorative accents adorn this gorgeous light blue jacquard cotton shirt.,"Rs.4,990.00","Rs.2,495.00",Light Blue,Extra Weft Jacquard Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: Xs"
427,Pastel Garden Bloom,"Embroidered Front, Plain Back, Full Sleeves, Ban Neck with Buttons",Straight Kurta,This pale peach kurta is crafted from jacquard cotton and features a heavily worked front.,"Rs.5,490.00","Rs.2,745.00",Peach,Extra Weft Jacquard Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
428,Traditional Green,"Embroidered Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,This blended grip silk comes in a demure pale green colour and features embroidered pink blossoms.,"Rs.7,990.00","Rs.3,995.00",Light Olive Green,Blended Grip Silk,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 9 Inches, 176 cm Model Wears: XS"
429,Glooming Green-Trouser,,Culottes,These light blue culottes feature linear embroidered details.,"Rs.2,790.00","Rs.1,395.00",Light Blue,Cotton,"XS,S,M,L,XL,XXS","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
430,Pink Fluence,"Embroidered Front, Plain Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This rose pink textured cotton shirt features tastefully minimalist embroidery.,"Rs.4,990.00","Rs.2,495.00",Pink,Textured Cotton,"XXS,XS,S,M,L,XL","SIZE & FIT: Model Height: 5 Feet 8 Inches, 172.7 cm Model Wears: XS"
431,Black Circle,"Printed Front with Embroidered Neckline, Printed Back, Y Neckline, Full Sleeves",Straight Kurta,"This black textured cotton kurta features a delightful design, ideal for a fun summer look.","Rs.2,790.00","Rs.1,395.00",Black,Textured Cotton,"XXS,XS,S,M,L,XL",Style Note:  Pair this gorgeous top with a solid coloured bottom.
432,Raw Umber,"Printed Front, Printed Back, V Neckline, Full Sleeves",Straight Tunic,This baroque print bember grip shirt comes in a midnight blue colour.,"Rs.6,990.00","Rs.3,495.00",Blue,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  Pair this top with beige trousers.
433,Night View,"Printed Front with Embroidered Neck, Printed Back, Band Neck with Placket, Full Sleeves",Straight Kurta,This black textured cotton kurta features a minimalist jewel coloured design and light embroidery along the neckline.,"Rs.3,490.00","Rs.1,745.00",Black,Textured Cotton,"XXS,XS,S,M,L,XL","Style Note: 
Amp up the classy vibe of this look by pairing with a black tulip shalwar."
434,Fantasy Black,"Printed Front, Printed Back, Round Neckline with Split, Full Sleeves",Straight Shirt,This beautiful printed silky satin shirt features a blooming all-over floral pattern.,"Rs.3,490.00","Rs.1,745.00",Black,Silky Satin,"XXS,XS,S,M,L,XL",Style Note:  A black raw silk trouser would look great with this kurta.
435,Floral Pink,"Printed Front, Printed Back, Band Neck with Split, Full Sleeves",Straight Shirt,A touch of aquamarine and white complemented by the floral print on this silky satin shirt.,"Rs.3,490.00","Rs.1,745.00",Aquamarine,Silky Satin,"XXS,XS,S,M,L,XL",Style Note:  A white tulip shalwar or cigarette pants are recommended for this look.
436,Color Blaze,"Plain Front with Embroidered Hem, Plain Back, Y Neckline, Full Sleeves",Straight Kurta,This off white jacquard kurta features an embroidered hemline.,"Rs.3,990.00","Rs.1,995.00",Off White,Jacquard,"XXS,XS,S,M,L,XL",Style Note:  An off-white tulip shalwar would complete this outfit beautifully.
